idx,filename,type,xmin,xmax,ymin,ymax,class,label
00103,000464448.jpg,MPII,839.578341013825,1057.8271889400921,11.006912442396242,715.8917050691244,standing,0
00104,000479982.jpg,MPII,178.93317972350235,276.2603686635946,232.20506912442397,518.2880184331797,bent,4
00104,000479982.jpg,MPII,727.504608294931,810.0852534562213,258.7488479262673,444.5552995391705,bent,4
00104,000479982.jpg,MPII,818.9331797235023,907.4124423963134,267.59677419354836,482.89631336405535,bent,4
00104,000479982.jpg,MPII,1051.9285714285716,1231.836405529954,300.03917050691246,538.9331797235023,bent,4
00105,000493998.jpg,MPII,450.2695852534563,821.8824884792629,8.057603686635957,630.3617511520737,occlusion,5
00106,000502550.jpg,MPII,459.11751152073737,695.062211981567,93.58755760368672,656.905529953917,standing,0
00107,000506158.jpg,MPII,136.29723502304148,538.8041474654378,38.26958525345623,475.94700460829495,occlusion,5
00108,000506711.jpg,MPII,600.684331797235,1069.6244239631337,5.108294930875672,544.831797235023,occlusion,5
00109,000521252.jpg,MPII,2.767281105990861,459.2465437788019,229.16359447004595,369.73502304147473,lying,2
00110,000522961.jpg,MPII,1121.9746543778801,1674.9700460829492,166.6751152073732,936.4447004608296,occlusion,5
00111,000531348.jpg,MPII,364.7396313364055,724.5552995391706,5.108294930875672,718.8410138248848,bent,4
00111,000531348.jpg,MPII,727.504608294931,992.9423963133642,90.6382488479262,712.942396313364,bent,4
00112,000532419.jpg,MPII,887.5046082949309,1365.2926267281105,653.3110599078342,1078.0115207373274,occlusion,5
00113,000533914.jpg,MPII,5.661290322580683,638.2880184331798,142.4354838709677,261.88248847926275,lying,2
00114,000534899.jpg,MPII,406.02995391705076,733.4032258064517,84.73963133640564,677.5506912442396,occlusion,5
00115,000550580.jpg,MPII,515.8917050691243,1029.0714285714284,118.01152073732715,1042.619815668203,standing,0
00116,000552212.jpg,MPII,26.30645161290326,120.68433179723506,104.0944700460829,396.0760368663595,standing,0
00116,000552212.jpg,MPII,126.5829493087558,328.610599078341,61.329493087557694,475.7073732718894,standing,0
00116,000552212.jpg,MPII,452.48156682027644,555.7073732718894,264.8317972350231,478.6566820276498,standing,0
00116,000552212.jpg,MPII,495.2465437788018,616.168202764977,148.33410138248854,475.7073732718894,standing,0
00117,000559416.jpg,MPII,856.536866359447,1502.4354838709676,330.3617511520738,1078.0115207373274,bent,4
00118,000563131.jpg,MPII,308.7027649769585,494.5092165898619,46.3986175115208,609.7165898617511,standing,0
00118,000563131.jpg,MPII,473.86405529953925,739.3018433179725,111.28341013824888,718.8410138248848,standing,0
00118,000563131.jpg,MPII,618.3801843317974,768.7949308755761,93.5875576036866,712.942396313364,standing,0
00118,000563131.jpg,MPII,786.4907834101384,1051.9285714285716,161.4216589861751,712.942396313364,standing,0
00119,000563328.jpg,MPII,511.46774193548384,1559.9470046082947,113.5875576036866,954.140552995392,sitting,1
00120,000565210.jpg,MPII,175.983870967742,293.95622119815675,69.99308755760376,364.92396313364054,kneeling,3
00120,000565210.jpg,MPII,55.06221198156689,125.84562211981577,61.14516129032256,353.12672811059906,kneeling,3
00120,000565210.jpg,MPII,600.6843317972351,848.4262672811061,229.25576036866357,530.0852534562212,kneeling,3
00121,000568822.jpg,MPII,300.5921658986175,480.49999999999994,77.5506912442396,360.6843317972351,standing,0
00122,000572093.jpg,MPII,276.97926267281105,570.0668202764978,22.638248847926263,431.00691244239636,bent,4
00123,000575326.jpg,MPII,288.05760368663596,880.8686635944701,49.34792626728108,715.8917050691244,standing,0
00124,000575866.jpg,MPII,785.7534562211981,1108.7027649769584,56.076036866359345,1073.587557603687,standing,0
00125,000577066.jpg,MPII,608.794930875576,1108.7027649769584,38.38018433179718,1064.7396313364059,occlusion,5
00126,000580377.jpg,MPII,889.7165898617512,1119.76267281106,196.81336405529964,562.5276497695852,kneeling,3
00127,000584160.jpg,MPII,706.1221198156682,1599.7626728110597,264.00230414746545,896.6290322580646,bent,4
00128,000586473.jpg,MPII,397.18202764976957,562.3433179723504,126.02995391705076,479.94700460829495,standing,0
00128,000586473.jpg,MPII,818.9331797235023,998.841013824885,84.73963133640552,379.6705069124424,standing,0
00129,000593350.jpg,MPII,49.16359447004612,267.4124423963134,19.85483870967755,712.942396313364,standing,0
00129,000593350.jpg,MPII,1007.688940092166,1137.458525345622,270.54608294930875,718.8410138248848,standing,0
00130,000594176.jpg,MPII,436.2603686635944,1281.23732718894,7.412442396313281,1069.1635944700463,sitting,1
00131,000602204.jpg,MPII,426.6751152073733,671.467741935484,93.58755760368672,465.20046082949307,sitting,1
00132,000604704.jpg,MPII,471.65207373271886,1113.126728110599,480.77649769585264,1069.1635944700463,bent,4
00133,000607062.jpg,MPII,2.711981566820313,63.172811059907886,160.1313364055299,382.80414746543784,bent,4
00133,000607062.jpg,MPII,238.65668202764977,353.6797235023041,164.55529953917062,390.1774193548388,bent,4
00133,000607062.jpg,MPII,399.39400921658984,577.8271889400922,70.17741935483878,406.3986175115208,bent,4
00133,000607062.jpg,MPII,229.80875576036868,369.9009216589862,123.26497695852538,344.46313364055305,bent,4
00134,000608753.jpg,MPII,1034.2327188940094,1214.1405529953918,167.3202764976959,515.3387096774194,standing,0
00135,000612865.jpg,MPII,184.0944700460828,502.61981566820265,387.87327188940094,816.9976958525347,bent,4
00135,000612865.jpg,MPII,1108.7027649769584,1382.9884792626726,317.08986175115206,790.4539170506914,bent,4
00136,000618382.jpg,MPII,240.13133640552996,372.85023041474653,20.0391705069124,477.18202764976957,standing,0
00137,000628555.jpg,MPII,1144.094470046083,1551.0990783410136,25.108294930875445,458.6566820276498,bent,4
00138,000637904.jpg,MPII,541.6981566820276,860.2235023041477,52.297235023041594,707.0437788018434,standing,0
00139,000638587.jpg,MPII,367.6889400921659,674.4170506912444,25.75345622119812,712.942396313364,sitting,1
00139,000638587.jpg,MPII,438.4723502304149,1075.5230414746543,22.804147465437836,712.942396313364,sitting,1
00139,000638587.jpg,MPII,922.1589861751153,1099.1175115207373,25.75345622119812,326.5829493087557,sitting,1
00140,000644944.jpg,MPII,467.96543778801845,686.2142857142859,111.28341013824888,715.8917050691244,standing,0
00140,000644944.jpg,MPII,524.0023041474656,789.4400921658987,140.77649769585253,715.8917050691244,standing,0
00140,000644944.jpg,MPII,830.7304147465439,1087.3202764976959,90.6382488479262,718.8410138248848,standing,0
00140,000644944.jpg,MPII,1060.7764976958526,1270.1774193548388,305.93778801843314,677.5506912442396,standing,0
00141,000646436.jpg,MPII,506.3064516129033,748.1497695852536,87.68894009216592,674.6013824884792,standing,0
00142,000648808.jpg,MPII,155.3387096774194,541.6981566820277,96.536866359447,720.0,sitting,1
00142,000648808.jpg,MPII,597.7350230414747,1116.8133640552996,75.89170506912433,718.8410138248848,sitting,1
00143,000648952.jpg,MPII,355.89170506912444,695.062211981567,55.24654377880188,645.1082949308756,kneeling,3
00143,000648952.jpg,MPII,680.3156682027651,960.5000000000001,16.90552995391704,524.1866359447005,kneeling,3
00144,000651632.jpg,MPII,629.2557603686636,1193.311059907834,27.87327188940094,787.6889400921659,kneeling,3
00145,000678817.jpg,MPII,771.7442396313364,1276.0760368663596,81.79032258064512,718.8410138248848,bent,4
00146,000687796.jpg,MPII,31.46774193548393,122.89631336405537,179.11751152073737,412.11290322580646,standing,0
00146,000687796.jpg,MPII,246.76728110599086,352.94239631336416,99.48617511520729,412.11290322580646,standing,0
00146,000687796.jpg,MPII,329.3479262672812,426.67511520737344,211.55990783410135,394.4170506912442,standing,0
00146,000687796.jpg,MPII,615.430875576037,751.099078341014,347.2281105990784,698.1958525345622,standing,0
00146,000687796.jpg,MPII,762.8963133640555,857.2741935483872,261.6981566820276,515.3387096774194,standing,0
00146,000687796.jpg,MPII,863.172811059908,998.841013824885,373.7718894009216,692.2972350230415,standing,0
00147,000692010.jpg,MPII,158.2880184331798,633.1267281105992,5.108294930875672,695.2465437788019,bent,4
00148,000695213.jpg,MPII,262.2511520737327,514.4170506912443,24.463133640552996,477.18202764976957,occlusion,5
00149,000695759.jpg,MPII,129.34101382488484,364.4193548387097,179.47004608294935,477.8387096774193,sitting,1
00149,000695759.jpg,MPII,284.5529953917051,438.2580645161291,42.34101382488467,477.8387096774193,sitting,1
00150,000698226.jpg,MPII,568.979262672811,807.8732718894009,95.89170506912433,918.7488479262674,standing,0
00151,000699079.jpg,MPII,456.16820276497697,925.1082949308758,356.07603686635946,709.9930875576036,bent,4
00151,000699079.jpg,MPII,936.9055299539172,1105.016129032258,34.6013824884792,698.1958525345622,bent,4
00152,000708647.jpg,MPII,141.19354838709677,233.6774193548388,154.90322580645164,359.54838709677415,bent,4
00152,000708647.jpg,MPII,221.87096774193557,343.8709677419355,135.2258064516128,475.64516129032245,bent,4
00152,000708647.jpg,MPII,400.9354838709678,615.4193548387098,156.87096774193543,473.67741935483855,bent,4
00153,000709181.jpg,MPII,538.0115207373271,878.6566820276498,51.65207373271892,1047.0437788018435,standing,0
00154,000709653.jpg,MPII,475.709677419355,770.8709677419355,136.16129032258056,429.35483870967744,sitting,1
00155,000713002.jpg,MPII,364.7396313364055,756.9976958525347,114.23271889400928,630.3617511520737,bent,4
00156,000719296.jpg,MPII,66.85944700460834,450.2695852534563,320.684331797235,485.84562211981563,occlusion,5
00156,000719296.jpg,MPII,403.0806451612905,754.0483870967744,311.83640552995394,462.25115207373267,occlusion,5
00157,000721995.jpg,MPII,420.7764976958525,535.799539170507,359.02534562211986,701.1451612903226,standing,0
00157,000721995.jpg,MPII,518.1036866359448,683.2649769585255,485.84562211981563,715.8917050691244,standing,0
00158,000725243.jpg,MPII,633.1267281105991,948.7027649769587,120.13133640552996,712.942396313364,standing,0
00158,000725243.jpg,MPII,898.5645161290323,1276.0760368663596,146.6751152073732,715.8917050691244,standing,0
00159,000731049.jpg,MPII,53.34101382488481,224.5161290322581,190.6359447004608,433.25806451612897,standing,0
00160,000735304.jpg,MPII,122.89631336405535,358.84101382488495,5.108294930875672,712.942396313364,standing,0
00160,000735304.jpg,MPII,807.135944700461,1004.7396313364058,2.1589861751151602,712.942396313364,standing,0
00161,000735783.jpg,MPII,471.65207373271886,1170.6382488479262,551.5599078341015,701.9746543778804,lying,2
00162,000742031.jpg,MPII,7.873271889400996,1010.6382488479263,335.4308755760369,603.8179723502304,lying,2
00163,000746314.jpg,MPII,357.1820276497697,1352.573732718894,14.601382488479203,1066.3986175115206,bent,4
00164,000754109.jpg,MPII,246.0299539170507,452.48156682027644,37.73502304147462,475.7073732718894,sitting,1
00165,000756287.jpg,MPII,322.225806451613,619.3548387096774,40.77419354838713,475.64516129032245,occlusion,5
00166,000759142.jpg,MPII,503.3571428571429,703.910138248848,19.85483870967755,704.094470046083,standing,0
00167,000766403.jpg,MPII,975.983870967742,1338.7488479262672,175.5230414746544,856.8133640552996,standing,0
00168,000769780.jpg,MPII,636.0760368663595,957.5506912442398,11.006912442396356,288.241935483871,sitting,1
00169,000773027.jpg,MPII,426.6751152073733,804.1866359447006,5.108294930875672,618.5645161290322,bent,4
00169,000773027.jpg,MPII,751.099078341014,818.9331797235023,123.08064516129025,344.278801843318,bent,4
00169,000773027.jpg,MPII,1063.725806451613,1149.2557603686637,190.91474654377885,344.278801843318,bent,4
00170,000775965.jpg,MPII,4.923963133640626,326.3986175115208,279.3940092165899,712.942396313364,bent,4
00170,000775965.jpg,MPII,562.3433179723504,886.767281105991,244.0023041474654,712.942396313364,bent,4
00171,000784159.jpg,MPII,721.6059907834101,1107.9654377880186,114.23271889400928,712.942396313364,occlusion,5
00172,000784492.jpg,MPII,241.60599078341016,393.4953917050691,167.5046082949308,391.6520737327189,bent,4
00173,000795418.jpg,MPII,420.7764976958525,686.2142857142859,93.58755760368672,606.7672811059908,standing,0
00173,000795418.jpg,MPII,857.2741935483872,1001.7903225806452,137.82718894009213,456.352534562212,standing,0
00174,000805262.jpg,MPII,756.9976958525345,863.172811059908,111.28341013824888,512.389400921659,standing,0
00175,000810094.jpg,MPII,1117.5506912442397,1462.6198156682026,206.4907834101382,662.1589861751154,bent,4
